Out of Service Date,Common Name,Outage,Equipment Description,Executive Comment,Outage Code,Status,External Source Note,Reason Shown to Public,Reason Shown to Public Description,Estimated Return to Service Date,Actual Return to Service Date,Reference,Source,Service Code,Date Created,Status Code,Outage Comments,Station MRN
2023-06-29 12:55:00,EL165,889653,ELE: EL165 - 902 - 239TH STREET YARD - FREIGHT ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-06-29 16:00:00,2023-06-29 13:30:00,,Phone,EE-MANOUT,2023-06-29 12:58:00,CL,"***This elevator is out of service A&P for survey***
E&EM Santiago and E&EH Soto arrived at 1150. Here for A&P for contractors ""WSP"". Contractors here to survey machine room, shaft and pit. Taking OOS @ 12:55. WO # 6800179. E&EM Santiago and E&EH Soto completed A&P for contractors ""WSP"" to survey machine room, shaft and pit. RTS @13:30 ",902
2023-06-30 09:15:00,EL251,889957,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-06-30 18:00:00,2023-06-30 11:35:00,,Phone,EE-MANOUT,2023-06-30 09:22:00,CL,,958
2023-06-30 13:15:00,EL252,890010,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,,AP,Closed,,PLANNEDWORK,Planned Work,2023-06-30 22:00:00,2023-06-30 13:25:00,,Phone,EE-MANOUT,2023-06-30 13:16:00,CL,"***This Elevator is out for A&P for Contractor***


E&EM Johnson and E&EM Gao arrival at 11:55am for A&P. A&P for contractor survey.

Taken machine out of service for contractor survey @ 1:10pm.

WO#6775213

 Survey incomplete due building engineer unable to continue escorting us in building. Test ran RTS @ 1:25pm. ",957
2023-07-02 08:20:00,EL361,890451,ELE: EL361 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-07-02 16:00:00,2023-07-02 13:35:00,,Phone,EE-MANOUT,2023-07-02 08:20:00,CL,"***This elevator is out of service for Bi-Monthly PM***
WO6932949    EAM OUT890451
7/02/23 0820hrs{Jackson,R}E&EM Grabovsky & E&EH Nesterets taking unit OOS for Monthly PM Bimonthly PM completed. B.I.S. @ 13:35 hrs. ",912
2023-07-02 13:26:00,EL356,890491,ELE: EL356 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-07-02 22:00:00,2023-07-02 14:00:00,,Phone,EE-MANOUT,2023-07-02 13:26:00,CL,,912
2023-07-03 08:15:00,EL163,890698,ELE: EL163 - 906 - JEROME YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-07-03 17:00:00,2023-07-03 11:40:00,,Phone,EE-MANOUT,2023-07-03 08:21:00,CL,"***This Non-Revenue Hydraulic Elevator is out of service for Bi-Monthly Maintenance *** WO # 6932946 - OOS at 0815 to perform bimonthly maintenance.
E&em loaiza and e&eh Villegas completed maintenance. Test ran. Rts @1140


 ",906
2023-07-04 08:00:00,EL362,890974,ELE: EL362 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-07-04 15:00:00,2023-07-04 13:45:00,,Phone,EE-MANOUT,2023-07-04 08:04:00,CL,"

****This Elevator is Out for Preventative Maintenance  ****

WO6932950   Outage 890974

July 4, 2023 @ 08:00 [J. Hepburn] E&EM Grabovsky and E&EH Nesterett reports OOS for Preventative Maintenance.    ",912
2023-07-05 10:30:00,EL162,891386,ELE: EL162 - 905 - EAST 180 ST / INSP SHOP - FREIGHT ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-07-05 19:00:00,2023-07-05 11:20:00,,Phone,EE-MANOUT,2023-07-05 10:31:00,CL,,905
2023-07-05 13:44:00,EL252,891454,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,,FR,Closed,,REPAIR,Repair,2023-07-06 22:00:00,2023-07-05 23:59:00,,Phone,EE-MANOUT,2023-07-05 13:45:00,CL,,957
2023-07-06 07:39:00,EL165,891851,ELE: EL165 - 902 - 239TH STREET YARD - FREIGHT ELEVATOR,,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-07-06 16:00:00,2023-07-06 12:00:00,,Phone,EE-MANOUT,2023-07-06 07:40:00,CL,,902
2023-07-06 08:25:00,EL356,891869,ELE: EL356 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-07-06 17:00:00,2023-07-06 13:45:00,,Phone,EE-MANOUT,2023-07-06 08:27:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Grabovsky & E&EH Nesterets arrived to El356 @ 08:15 hrs. Taking machine OOS to perform bimonthly PM @ 08:25 hrs.   WO#6932948 During PM found loose wire at the light fixture inside the car. Secured wires - all lights inside the car works as designed. Bimonthly PM completed. B.I.S. @ 13:45 hrs. ",912
2023-07-06 09:35:00,EL153,891923,ELE: EL153 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-07-06 18:00:00,2023-07-06 14:50:00,,Phone,EE-MANOUT,2023-07-06 09:38:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Ellison and E&EH Humphrey has arrived @ 09:30 hrs for Bi monthly maintenance. Taking machine OOS @ 09:35 hrs  WO#6932955 E&EM Ellison and E&EH Humphrey..  Reported Maintenance completed.  RTS @14:50 ",918
2023-07-06 13:32:00,EL366,892065,ELE: EL366 - 961 - PS 248 - PARKING LOT TO 4TH FLOOR,,BRP,Closed,,REPAIR,Repair,2023-07-06 22:00:00,2023-07-06 17:50:00,,Phone,EE-MANOUT,2023-07-06 13:32:00,CL,,961
2023-07-06 22:05:00,EL451,892221,ELE: EL451 - 921 - JAMAICA YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-07-07 07:00:00,2023-07-07 02:10:00,,Phone,EE-MANOUT,2023-07-06 22:08:00,CL,"*** This elevator is out of service due to Non-Revenue Hydraulic Elevator Bimonthly Maintenance *** WO#6932952
E&EM Tinikashvili and E&EM Williams arrived at el 451  for BMP taking machine out of service at 22:05
 E&EM Tinikashvili and E&EM Williams completed bimonthly PM BIS 02:10 am. ",921
2023-07-07 09:15:00,EL252,892346,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-07-07 21:00:00,2023-07-07 11:35:00,,Phone,EE-MANOUT,2023-07-07 09:15:00,CL,"*** This Elevator is out of service for Access and Protection*** E&EM Bouilly/E&EH Ayala removed the unit to provide A&P for Contractors (WSP) to measure/assess pit.
No WO provided.
A&P completed. RTS @1135 hrs.  ",957
2023-07-07 09:30:00,EL459,892352,"ELE: EL459 - 904 - CORONA YARD - S, LM, AND UM",,APC,Closed,,PLANNEDWORK,Planned Work,2023-07-07 21:00:00,2023-07-07 10:45:00,,Phone,EE-MANOUT,2023-07-07 09:32:00,CL,"*** This Elevator is out of service for Access and Protection***


WO#6802377
@0930 E&EM Cedeno and TEA Omwathath on site @ 08:30 hours. Taking machine OOS for Contractor WST survey  E&EM Cedeno and TEA Omwathath completed A&P for Contractor WST survey. RTS @10:45 ",904
2023-07-07 11:00:00,EL400,892376,ELE: EL400 - 904 - CORONA YARD - SIGNAL TOWER,,APC,Closed,,PLANNEDWORK,Planned Work,2023-07-07 19:00:00,2023-07-07 12:35:00,,Phone,EE-MANOUT,2023-07-07 11:02:00,CL,,904
2023-07-07 22:15:00,EL459,892566,"ELE: EL459 - 904 - CORONA YARD - S, LM, AND UM",,PM,Closed,,MAINTENANCE,Maintenance,2023-07-08 08:00:00,2023-07-08 02:10:00,,Phone,EE-MANOUT,2023-07-07 22:17:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Tinikashvili and E&EM Williams arrived @22:15hrs and taking unit OOS same time for bimonthly PM.  WO#6932953 E&EM Tinikashvili and E&EM Williams  completed Bimonthly PM. Test run. BIS -02:10 am. ",904
2023-07-09 08:05:00,EL354,892934,ELE: EL354 - 912 - CONEY ISLAND YARD - STREET TO 1ST & 2ND FLOOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-07-09 15:00:00,2023-07-09 13:45:00,,Phone,EE-MANOUT,2023-07-09 08:10:00,CL,"*** This elevator is out of service due to Non-Revenue Traction Elevator Bimonthly Maintenance*** WO# 6932957


E&EM Grabovsky & E&EH Nesterets arrived to El354 @ 08:00 hrs. Taking machine OOS to perform bimonthly PM @ 08:05 hrs.
 Bimonthly PM completed. B.I.S. @ 13:45 hrs. ",912
2023-07-10 08:20:00,EL355,893127,ELE: EL355 - 912 - CONEY ISLAND YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-07-10 17:00:00,2023-07-10 12:55:00,,Phone,EE-MANOUT,2023-07-10 08:20:00,CL,"***This elevator is out of service for preventive maintenance***


E&EM Grabovsky & E&EH Nesterets arrived to El355 @ 08:15 hrs. Taking machine OOS @08:20hrs. to perform bimonthly PM.  WO#6932958 Bimonthly PM completed. B.I.S. @ 12:55 hrs. ",912
2023-07-10 09:50:00,EL153,893161,ELE: EL153 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-07-12 18:00:00,2023-07-10 12:50:00,,Phone,EE-MANOUT,2023-07-10 09:53:00,CL,,918
2023-07-10 11:40:00,EL150,893188,ELE: EL150 - 918 - 207TH STREET YARD - PASSENGER ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-07-10 19:00:00,2023-07-10 12:20:00,,Phone,EE-MANOUT,2023-07-10 11:43:00,CL,"***This Escalator is out for A&P for WSP survey***


E&EM Roop and E&EH Moore arrived at 1110 for A&P WSP survey.

WO#7021131 Survey completed test ran and RTS@12:20hrs. ",918
2023-07-12 12:50:00,EL360,894224,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-07-12 16:00:00,2023-07-12 13:25:00,,Phone,EE-MANOUT,2023-07-12 12:54:00,CL,"***E&EM Grabovsky removed the elevator from service to provide A&P for WFP to perform shaft inspection***
No WO provided. E&EM Grabovsky report WFP check the pit and  shaft. BIS. ",912
2023-07-12 14:20:00,EL355,894244,ELE: EL355 - 912 - CONEY ISLAND YARD - FREIGHT ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-07-12 23:00:00,2023-07-12 15:10:00,,Phone,EE-MANOUT,2023-07-12 14:23:00,CL,,912
2023-07-12 15:15:00,EL354,894253,ELE: EL354 - 912 - CONEY ISLAND YARD - STREET TO 1ST & 2ND FLOOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-07-12 23:00:00,2023-07-12 16:20:00,,Phone,EE-MANOUT,2023-07-12 15:17:00,CL,,912
2023-07-13 09:01:00,EL350,894645,ELE: EL350 - 913 - EAST NEW YORK YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-07-13 16:01:00,2023-07-13 13:00:00,,Phone,EE-MANOUT,2023-07-13 09:01:00,CL,"***This Elevator is out of service for Maintenance***




E&EM Grabovsky & E&EH Nesterets arrived to El350 @ 08:55 hrs. For monthly PM WO #6932947 ",913
2023-07-13 09:32:00,EL150,894664,ELE: EL150 - 918 - 207TH STREET YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-07-13 16:00:00,2023-07-13 14:15:00,,Phone,EE-MANOUT,2023-07-13 09:32:00,CL,"***This Elevator is out of service for Maintenance***


E&EM Patterson and Gonzalez taking machine out of service at 09:30 for Bi monthly PM WO #6932954 (email) E&EM Patterson and Gonzalez completed the Bi monthly PM. Returning machine to service at 14:15 ",918
2023-07-13 10:00:00,EL356,894687,ELE: EL356 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-07-13 18:00:00,2023-07-13 10:40:00,,Phone,EE-MANOUT,2023-07-13 10:01:00,CL,"***This Elevator is out of service for Contractors***


E&EH Krasikov Reports stopped machine to provide A&P for Contractors surveying the shaftway WO#6071210
Completed Survey of shaft. Test ran monitor BIS 10:40
 ",912
2023-07-13 11:00:00,EL362,894717,ELE: EL362 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-07-13 20:00:00,2023-07-13 12:15:00,,Phone,EE-MANOUT,2023-07-13 11:02:00,CL,"***This Elevator is out for A&P for Contractor to survey shaft.***


E&EH Krasnikov and E&EM Mullokandov arrived at 10:55. Requesting to take machine OOS for contractors to survey shaft.
WO#7026107

 Completed survey. Test ran monitor BIS 12:15
Created: 07/13/2023 12:14
Krasnikov, Alexander (1268844)
 ",912
2023-07-13 12:26:00,EL361,894764,ELE: EL361 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-07-13 21:00:00,2023-07-13 13:35:00,,Phone,EE-MANOUT,2023-07-13 12:30:00,CL,"***This Elevator is out for A&P for Louice Robles Contractor***


E&EH Krasnikov and E&EM Mullokandov arrived at 12:25. Requesting to take machine OOS to survey the shaft. OOS TIME 12:26

WO#7026104




 (EAM) E&EH Krasnikov: Completed survey. Test ran monitor BIS 13:35 ",912
2023-07-13 13:17:00,EL162,894773,ELE: EL162 - 905 - EAST 180 ST / INSP SHOP - FREIGHT ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-07-13 17:00:00,2023-07-13 14:00:00,,Phone,EE-MANOUT,2023-07-13 13:19:00,CL,,905
2023-07-13 13:55:00,EL251,894795,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,,VAN,Closed,,UNDERINVESTG,Under Investigation,2023-07-13 23:00:00,2023-07-13 16:00:00,,Phone,EE-MANOUT,2023-07-13 14:04:00,CL,,958
2023-07-14 09:00:00,EL364,895191,ELE: EL364 - 910 - 38TH STREET YARD - PASSENGER ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-07-14 18:00:00,2023-07-14 10:30:00,,Phone,EE-MANOUT,2023-07-14 09:05:00,CL,,910
2023-07-14 09:45:00,EL365,895216,ELE: EL365 - 894 - LINDEN SHOP - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-07-14 23:00:00,2023-07-14 12:30:00,,Phone,EE-MANOUT,2023-07-14 09:47:00,CL,"*** This Elevator is out of service for Non-Revenue Hydraulic Bi-Monthly Maintenance ***


WO#6932951
@0945 E&EMs Khan77 and Ross arrived on elevator at 08:45 for Bimonthly PM. PM completed, test run and BIS at 12:30 ",894
2023-07-14 10:30:00,EL363,895324,ELE: EL363 - 910 - 38TH STREET YARD - FREIGHT ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-07-14 17:00:00,2023-07-14 12:30:00,,Phone,EE-MANOUT,2023-07-14 12:28:00,CL,,910
2023-07-17 11:46:00,EL362,896239,ELE: EL362 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,FNM,Closed,,REPAIR,Repair,2023-07-19 20:00:00,2023-07-17 19:00:00,,Phone,EE-MANOUT,2023-07-17 11:46:00,CL,,912
2023-07-20 19:50:00,EL164,897862,ELE: EL164 - 909 - WESTCHESTER YARD - PELHAM INSPECTION BARN-PASSENGER ELEVATOR,,FR,Closed,,REPAIR,Repair,2023-07-21 04:00:00,2023-07-20 20:30:00,,Phone,EE-MANOUT,2023-07-20 20:03:00,CL,,909
2023-07-20 20:49:00,EL174,897872,ELE: EL174 - 909 - WESTCHESTER YARD - PASSENGER ELEVATOR,,ENT,Closed,,UNDERINVESTG,Under Investigation,2023-07-23 23:00:00,2023-07-21 12:20:00,,Phone,EE-MANOUT,2023-07-20 20:49:00,CL,,909
2023-07-21 08:00:00,EL155,898043,ELE: EL155 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-07-21 16:00:00,2023-07-21 12:25:00,,Phone,EE-MANOUT,2023-07-21 08:02:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM DeMonico and E&EM Connell arrived at 0735. Removing from service at 0800 for bimonthly maintenance. WO#6932956 E&EM DeMonico and E&EM Connell completed bimonthly maintenance. RTS @12:25 ",918
2023-07-27 11:05:00,EL364,900458,ELE: EL364 - 910 - 38TH STREET YARD - PASSENGER ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-07-27 20:00:00,2023-07-27 12:00:00,,Phone,EE-MANOUT,2023-07-27 11:08:00,CL,,910
2023-07-28 07:35:00,EL364,900776,ELE: EL364 - 910 - 38TH STREET YARD - PASSENGER ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-07-28 16:00:00,2023-07-28 10:50:00,,Phone,EE-MANOUT,2023-07-28 07:36:00,CL,,910
2023-07-28 10:18:00,EL354,900822,ELE: EL354 - 912 - CONEY ISLAND YARD - STREET TO 1ST & 2ND FLOOR,,FR,Closed,,UNDERINVESTG,Under Investigation,2023-07-28 19:00:00,2023-07-28 12:20:00,,Phone,EE-MANOUT,2023-07-28 10:21:00,CL,,912
2023-07-31 07:38:00,EL162,901396,ELE: EL162 - 905 - EAST 180 ST / INSP SHOP - FREIGHT ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-08-04 16:00:00,2023-08-03 21:00:00,,Phone,EE-MANOUT,2023-07-31 07:40:00,CL,,905
2023-08-01 07:50:00,EL364,901711,ELE: EL364 - 910 - 38TH STREET YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-01 16:00:00,2023-08-01 12:45:00,,Phone,EE-MANOUT,2023-08-01 07:52:00,CL,"***This elevator is out of service for preventive maintenance***



E&EMs Grabovskiy/Terehovs taking unit OOS @07:50hrs for bimonthly PM. WO#7498934
 Bimonthly PM completed. BIS 12.45. ",910
2023-08-02 07:35:00,EL363,902288,ELE: EL363 - 910 - 38TH STREET YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-02 16:00:00,2023-08-02 12:35:00,,Phone,EE-MANOUT,2023-08-02 07:37:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Grabovsky, E&EM Lyakhovetskiy, and TEA Padilla arrived at EL363 at 7:20hrs. and taking unit OOS @07:35hrs. for Bimonthly PM.  WO#7498933 E&EM Grabovskiy repot: Bimonthly PM completed. BIS 12.35 ",910
2023-08-03 07:49:00,EL360,902857,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-08-05 16:00:00,2023-08-04 09:10:00,,Phone,EE-MANOUT,2023-08-03 07:55:00,CL,,912
2023-08-03 07:49:00,EL354,902855,ELE: EL354 - 912 - CONEY ISLAND YARD - STREET TO 1ST & 2ND FLOOR,,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-08-03 16:00:00,2023-08-03 11:00:00,,Phone,EE-MANOUT,2023-08-03 07:52:00,CL,,912
2023-08-03 08:00:00,EL366,902861,ELE: EL366 - 961 - PS 248 - PARKING LOT TO 4TH FLOOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-03 16:00:00,2023-08-03 12:00:00,,Phone,EE-MANOUT,2023-08-03 08:00:00,CL,E&EM Grabovsky and E&EM Lyakhovetskiy arrived at elevator 366 at 7.55 for Bimonthly PM. WO7498935 E&EM Grabovsky and E&EM Lyakhovetskiy completed Bimonthly PM. RTS @12:00 ,961
2023-08-04 09:15:00,EL360,903280,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-04 18:00:00,2023-08-04 12:25:00,,Phone,EE-MANOUT,2023-08-04 09:16:00,CL,"E&EM Laykhoshasky taking machine OOS for PM WO7498932 ***This unit was removed from service by E&E personnel to perform Preventative Maintenance***

(EAM) E&EM Cheung: E&EM Cheung and Lyakhovetskiy started bimonthly PM @ 0910 hr. PM completed @1220hr Test run car. Ok. Back in service @ 1225 hr ",912
2023-08-04 09:57:00,EL252,903294,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,,FR,Closed,,UNDERINVESTG,Under Investigation,2023-08-04 18:00:00,2023-08-04 16:15:00,,Phone,EE-MANOUT,2023-08-04 09:57:00,CL,,957
2023-08-08 07:30:00,EL352,904549,ELE: EL352 - 704 - ENY DEPOT - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-08 16:00:00,2023-08-08 12:45:00,,Phone,EE-MANOUT,2023-08-08 07:30:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Grabovsky and E&EM Lyakhovetskiy arrived at 7.10hrs. and taking unit OOS@07:30hrs.  for Bimonthly PM.  WO#7498945 (EAM) E&EM Grabovsky: Bimonthly PM completed BIS 12.45. ",704
2023-08-08 11:20:00,EL252,904647,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-08-08 16:00:00,2023-08-08 13:15:00,,Phone,EE-MANOUT,2023-08-08 11:21:00,CL,,957
2023-08-09 08:05:00,EL367,905177,ELE: EL367 - 955 - COZINE IRONSHOP - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-09 17:00:00,2023-08-09 12:00:00,,Phone,EE-MANOUT,2023-08-09 08:09:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Grabovsky and E&EM Terehovs arrived at 7.45hrs. and taking unit OOS @08:05hrs. for Bimonthly PM.  WO#7498936 ***CORRECTION***

E&EM Grabovsky and E&EM Lyakhovetskiy arrived at elevator 367 at 8.00 for Bimonthly PM.


E&EM Grabovsky: Bimonthly PM completed. BIS 12.00. ",955
2023-08-10 06:50:00,EL353,905752,ELE: EL353 - 704 - ENY DEPOT - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-10 15:00:00,2023-08-10 12:00:00,,Phone,EE-MANOUT,2023-08-10 06:50:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Grabovsky and E&EM Lyakhovetskiy arrived at 6.40hrs. and taking unit OOS @06:50hrs. for Bimonthly PM.  WO#7498946 E&EM Grabovsky and E&EM Lyakhovetskiy completed Bimonthly PM. RTS @12:00 ",704
2023-08-10 19:00:00,EL251,905995,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,,VAN,Closed,,REPAIR,Repair,2023-08-11 04:00:00,2023-08-10 20:30:00,,Phone,EE-MANOUT,2023-08-10 19:04:00,CL,,958
2023-08-11 12:07:00,EL360,906263,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,VAN,Closed,,REPAIR,Repair,2023-08-11 21:00:00,2023-08-12 00:30:00,,Phone,EE-MANOUT,2023-08-11 12:09:00,CL,,912
2023-08-14 08:27:00,EL360,907035,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-08-14 17:00:00,2023-08-14 12:25:00,,Phone,EE-MANOUT,2023-08-14 08:27:00,CL,,912
2023-08-14 11:08:00,EL356,907102,ELE: EL356 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-08-14 18:00:00,2023-08-14 12:45:00,,Phone,EE-MANOUT,2023-08-14 11:11:00,CL,,912
2023-08-15 07:33:00,EL151,907434,ELE: EL151 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-15 16:00:00,2023-08-15 12:00:00,,Phone,EE-MANOUT,2023-08-15 07:34:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Gonzalez and E&EH Villegas arrived at EL151 @ 0728hrs. and taking unit OOS @07:33hrs. for bimonthly maintenance.  WO#7498940 E&EM Gonzalez and E&EH Villegas completed bimonthly maintenance.  RTS @12:00 ",918
2023-08-16 08:40:00,EL251,908032,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,,INS,Closed,,INSPECTION,Inspection,2023-08-16 15:00:00,2023-08-16 12:00:00,,Phone,EE-MANOUT,2023-08-16 08:44:00,CL,"***This unit was removed from service by E&E personnel to perform inspection***
WO7502258 OOS @0840 hrs. 


E&EM Kumar and E&EH Gray arrived at EL251 to perform ASME CAT 1 INSPECTION.
 E&EM Kumar machine pass inspection test run RTS 1200 ",958
2023-08-17 08:30:00,EL363,908537,ELE: EL363 - 910 - 38TH STREET YARD - FREIGHT ELEVATOR,,INS,Closed,,INSPECTION,Inspection,2023-08-17 15:00:00,2023-08-17 11:45:00,,Phone,EE-MANOUT,2023-08-17 09:01:00,CL,"***E&EM Joseph & E&EH Gray removed the elevator from service to perform CAT 1 inspection***
WO7502252 OOS@0830
 El363 pass inspection. Bis 11:45 ",910
2023-08-18 10:51:00,EL252,908943,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-08-20 19:00:00,2023-08-18 17:00:00,,Phone,EE-MANOUT,2023-08-18 10:51:00,CL,,957
2023-08-20 23:18:00,EL400,909499,ELE: EL400 - 904 - CORONA YARD - SIGNAL TOWER,,PM,Closed,Pit Stop Switch Open,MAINTENANCE,Maintenance,2023-08-21 08:00:00,2023-08-21 04:30:00,ST230820.txt - 2367,External Monitoring System,EE-LNOUT,2023-08-20 23:31:00,CL,"***This Non-Revenue Hydraulic Elevator is out of service for Bi-Monthly Maintenance ***
E&EM Clarke and E&EH Brown arrived at Elevator 400 @ 23:15 for Bi-monthly maintenance. Taking elevator out of service @ 23:20. WO#7498937 Bi-monthly p.m complete.returning elevator to service @ 04:30. ",904
2023-08-22 07:50:00,EL458,910066,ELE: EL458 - 965 - FREIGHT ELEVATOR AT WOODSIDE EMD,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-22 18:00:00,2023-08-22 12:30:00,,Phone,EE-MANOUT,2023-08-22 07:53:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Stewart and TEA Omwathath on sits @ 07:35 hours. Taking machine OOS @ 07:50 hours for Bimonthly PM.  WO#7498938 Completed PM, test ran, BIS @12:30 hours.
Created: 08/22/2023 12:30
Omwathath, Hemraj (1274861) ",965
2023-08-22 09:00:00,EL162,910079,ELE: EL162 - 905 - EAST 180 ST / INSP SHOP - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-08-22 17:00:00,2023-08-22 15:00:00,,Phone,EE-MANOUT,2023-08-22 09:00:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Connell and E&EH Villegas arrived at EL162 @ 0815 for bimonthly maintenance. Taking OOS @09:00hrs. WO#7498927 Fuse is intermittently blowing when restoring power. Checked upper landing release rollers, found ok. Adjusted lower landing release rollers so doors would not separate so easily. Bi -monthly pm incomplete due to fuse blowing. LOOS. LOTO. Signs posted for 8/24/23 1500. This outage will be closed and an outage will be opened 1 minute after for MRP ",905
2023-08-22 15:01:00,EL162,910275,ELE: EL162 - 905 - EAST 180 ST / INSP SHOP - FREIGHT ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-08-22 23:00:00,2023-08-22 19:30:00,,Phone,EE-MANOUT,2023-08-22 19:52:00,CL,,905
2023-08-23 10:00:00,EL360,910648,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-08-25 18:00:00,2023-08-25 15:50:00,,Phone,EE-MANOUT,2023-08-23 10:24:00,CL,,912
