GEOID,Out of Service Date,Common Name,Outage,Equipment Description,Executive Comment,outage_code,Status,External Source Note,Reason Shown to Public,Reason Shown to Public Description,Estimated Return to Service Date,Actual Return to Service Date,Reference,Source,Service Code,Date Created,Status Code,Outage Comments,Station MRN,Station ID,Complex ID,GTFS Stop ID,Division,Line,Stop Name,Borough,Daytime Routes,Structure,lat,long,North Direction Label,South Direction Label,ADA,ADA Notes,Georeference,STATE,COUNTY,TRACT,BLOCK,NAME,geometry,population_estimate,sub_pop_estimate,amb_pop_estimate,med_earn_estimate,population_moe,sub_pop_moe,amb_pop_moe,med_earn_moe,external,downtime
36061026900.0,2023-08-03 13:20:00+00:00,EL110,902995.0,ELE: EL110 - 301 - 181 St,,FR,Cancelled,Up Normal Limit Failure,UNDERINVESTG,Under Investigation,2023-08-03 22:00:00+00:00,,ST230803.txt - 2513,External Monitoring System,EE-LNOUT,2023-08-03 13:32:00+00:00,C,As per LIFTNET Galaxy client this elevator is in service.,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-06-12 14:41:00+00:00,EL107,881831.0,ELE: EL107 - 301 - 181 St,,FR,Cancelled,Weight Sensor (LW2) Activated,UNDERINVESTG,Under Investigation,2023-06-12 23:00:00+00:00,,ST230612.txt - 2185,External Monitoring System,EE-LNOUT,2023-06-12 14:51:00+00:00,C,,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-03-18 10:53:00+00:00,EL108,821140.0,ELE: EL108 - 301 - 181 St,,UNI,Cancelled,Battery bank 2/ low level (LBC2),UNDERINVESTG,Under Investigation,2023-03-18 19:00:00+00:00,,ST230318.txt - 1577,External Monitoring System,EE-LNOUT,2023-03-18 11:08:00+00:00,C,As per Galaxy Client elevator running,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-06-12 13:25:00+00:00,EL107,881811.0,ELE: EL107 - 301 - 181 St,,FR,Cancelled,Weight Sensor (LW2) Activated,UNDERINVESTG,Under Investigation,2023-06-12 22:00:00+00:00,,ST230612.txt - 1998,External Monitoring System,EE-LNOUT,2023-06-12 13:35:00+00:00,C,As per Galaxy Client elevator running,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-01-08 19:45:00+00:00,EL109,794099.0,ELE: EL109 - 301 - 181 St,,UNI,Cancelled,Fire Phase 1,UNDERINVESTG,Under Investigation,2023-01-09 04:00:00+00:00,,ST230108.txt - 2495,External Monitoring System,EE-LNOUT,2023-01-08 19:55:00+00:00,C,as per New Server showing machine is running,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-07-04 13:44:00+00:00,EL108,891007.0,ELE: EL108 - 301 - 181 St,,FR,Cancelled,No Comm/Power,UNDERINVESTG,Under Investigation,2023-07-04 22:00:00+00:00,,ST230704.txt - 1395,External Monitoring System,EE-LNOUT,2023-07-04 13:55:00+00:00,C,As per S/A Ulloa # 911021 elevator is in service.,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-03-31 11:31:00+00:00,EL108,827433.0,ELE: EL108 - 301 - 181 St,,FR,Cancelled,Battery bank 2/ low level (LBC2),UNDERINVESTG,Under Investigation,2023-03-31 20:00:00+00:00,,ST230331.txt - 1937,External Monitoring System,EE-LNOUT,2023-03-31 11:45:00+00:00,C,As per Liftnet Galaxy Client machine is running.,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-07-10 17:20:00+00:00,EL108,893278.0,ELE: EL108 - 301 - 181 St,,FR,Cancelled,Battery bank 2/ low level (LBC2),UNDERINVESTG,Under Investigation,2023-07-11 02:00:00+00:00,,ST230710.txt - 2725,External Monitoring System,EE-LNOUT,2023-07-10 17:40:00+00:00,C,As per Liftnet Galaxy Client machine is running.,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-07-18 14:03:00+00:00,EL108,896734.0,ELE: EL108 - 301 - 181 St,,FR,Cancelled,Battery bank 2/ low level (LBC2),UNDERINVESTG,Under Investigation,2023-07-18 23:00:00+00:00,,ST230718.txt - 3004,External Monitoring System,EE-LNOUT,2023-07-18 14:21:00+00:00,C,As per Galaxy Client elevator running,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-08-10 13:10:00+00:00,EL110,905918.0,ELE: EL110 - 301 - 181 St,,FR,Cancelled,Up Normal Limit Failure,UNDERINVESTG,Under Investigation,2023-08-10 22:00:00+00:00,,ST230810.txt - 2695,External Monitoring System,EE-LNOUT,2023-08-10 14:16:00+00:00,C,New Server shows machine running,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-07-24 12:06:00+00:00,EL110,898972.0,ELE: EL110 - 301 - 181 St,,UNI,Cancelled,Up Normal Limit Failure,UNDERINVESTG,Under Investigation,2023-07-24 21:00:00+00:00,,ST230724.txt - 1854,External Monitoring System,EE-LNOUT,2023-07-24 12:18:00+00:00,C,"As per Legacy In service
",301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-09-13 08:57:00+00:00,EL108,918832.0,ELE: EL108 - 301 - 181 St,,FR,Cancelled,Battery bank 2/ low level (LBC2),UNDERINVESTG,Under Investigation,2023-09-13 17:00:00+00:00,,ST230913.txt - 1691,External Monitoring System,EE-LNOUT,2023-09-13 09:25:00+00:00,C,"Merrill Heddy is working on Liftnet. Liftnet Galaxy client 2 is out.
",301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-03-20 18:09:00+00:00,EL108,821949.0,ELE: EL108 - 301 - 181 St,,UNI,Cancelled,Battery bank 2/ low level (LBC2),UNDERINVESTG,Under Investigation,2023-03-21 03:00:00+00:00,,ST230320.txt - 2965,External Monitoring System,EE-LNOUT,2023-03-20 18:21:00+00:00,C,as per New Server shows machine running,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-07-06 10:55:00+00:00,EL108,891993.0,ELE: EL108 - 301 - 181 St,,FR,Cancelled,Battery bank 2/ low level (LBC2),UNDERINVESTG,Under Investigation,2023-07-06 19:00:00+00:00,,ST230706.txt - 2317,External Monitoring System,EE-LNOUT,2023-07-06 11:05:00+00:00,C,As per Galaxy Client elevator running,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-01-25 09:09:00+00:00,EL108,801084.0,ELE: EL108 - 301 - 181 St,,FR,Cancelled,Battery bank 2/ low level (LBC2),UNDERINVESTG,Under Investigation,2023-01-25 18:00:00+00:00,,ST230125.txt - 966,External Monitoring System,EE-LNOUT,2023-01-25 09:16:00+00:00,C,As per Liftnet Galaxy Client machine is running.,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-05-04 12:26:00+00:00,EL108,844276.0,ELE: EL108 - 301 - 181 St,,FR,Cancelled,Fire Phase 1,UNDERINVESTG,Under Investigation,2023-05-04 21:00:00+00:00,,ST230504.txt - 2071,External Monitoring System,EE-LNOUT,2023-05-04 12:38:00+00:00,C,As per Liftnet Galaxy Client machine is running.,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-06-14 22:48:00+00:00,EL107,883221.0,ELE: EL107 - 301 - 181 St,,FR,Cancelled,Weight Sensor (LW2) Activated,UNDERINVESTG,Under Investigation,2023-06-15 07:00:00+00:00,,ST230614.txt - 4877,External Monitoring System,EE-LNOUT,2023-06-14 22:58:00+00:00,C,,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-08-06 17:19:00+00:00,EL110,903918.0,ELE: EL110 - 301 - 181 St,,FR,Cancelled,Up Normal Limit Failure,UNDERINVESTG,Under Investigation,2023-08-07 02:00:00+00:00,,ST230806.txt - 2206,External Monitoring System,EE-LNOUT,2023-08-06 17:32:00+00:00,C,As per Liftnet Galaxy Client machine is running.,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-08-29 12:57:00+00:00,EL108,912935.0,ELE: EL108 - 301 - 181 St,,FR,Cancelled,Battery bank 2/ low level (LBC2),UNDERINVESTG,Under Investigation,2023-08-29 21:00:00+00:00,,ST230829.txt - 2136,External Monitoring System,EE-LNOUT,2023-08-29 13:13:00+00:00,C,As per Galaxy Client elevator running,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-03-22 13:16:00+00:00,EL108,823322.0,ELE: EL108 - 301 - 181 St,,FR,Cancelled,Battery bank 2/ low level (LBC2),UNDERINVESTG,Under Investigation,2023-03-22 22:00:00+00:00,,ST230322.txt - 3037,External Monitoring System,EE-LNOUT,2023-03-22 13:51:00+00:00,C,As per Liftnet Galaxy Client machine is running.,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-07-12 14:56:00+00:00,EL108,894266.0,ELE: EL108 - 301 - 181 St,,FR,Cancelled,Battery bank 2/ low level (LBC2),UNDERINVESTG,Under Investigation,2023-07-12 23:00:00+00:00,,ST230712.txt - 2977,External Monitoring System,EE-LNOUT,2023-07-12 15:23:00+00:00,C,,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-06-28 14:28:00+00:00,EL108,889228.0,ELE: EL108 - 301 - 181 St,,FR,Cancelled,Battery bank 2/ low level (LBC2),UNDERINVESTG,Under Investigation,2023-06-28 23:00:00+00:00,,ST230628.txt - 2524,External Monitoring System,EE-LNOUT,2023-06-28 14:43:00+00:00,C,As per Lift-Net Galaxy Server Elevator is running.,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-01-25 15:42:00+00:00,EL107,801220.0,ELE: EL107 - 301 - 181 St,,FR,Cancelled,N-brake opening or closing failure,UNDERINVESTG,Under Investigation,2023-01-26 00:00:00+00:00,,ST230125.txt - 1766,External Monitoring System,EE-LNOUT,2023-01-25 15:50:00+00:00,C,As per Liftnet Galaxy Client machine is running.,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-12-05 10:51:00+00:00,EL108,950689.0,ELE: EL108 - 301 - 181 St,,UNI,Cancelled,Battery bank 2/ low level (LBC2),UNDERINVESTG,Under Investigation,2023-12-05 19:00:00+00:00,,ST231205.txt - 2121,External Monitoring System,EE-LNOUT,2023-12-05 11:03:00+00:00,C,As per Liftnet Galaxy Client machine is running.,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-08-12 19:03:00+00:00,EL110,906621.0,ELE: EL110 - 301 - 181 St,,FR,Cancelled,Up Normal Limit Failure,UNDERINVESTG,Under Investigation,2023-08-13 04:00:00+00:00,,ST230812.txt - 3057,External Monitoring System,EE-LNOUT,2023-08-12 19:15:00+00:00,C,New Server shows this elevator is running,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
36061026900.0,2023-08-12 11:43:00+00:00,EL110,906559.0,ELE: EL110 - 301 - 181 St,,FR,Cancelled,Up Normal Limit Failure,UNDERINVESTG,Under Investigation,2023-08-12 20:00:00+00:00,,ST230812.txt - 1715,External Monitoring System,EE-LNOUT,2023-08-12 11:55:00+00:00,C,As per LIFTNET Galaxy client this elevator is in service.,301.0,301.0,301.0,111,IRT,Broadway - 7Av,181 St,M,1,Subway,40.849505,-73.933596,Uptown & The Bronx,Downtown,0.0,,POINT (-73.933596 40.849505),36.0,061,026900,4001.0,"Census Tract 269, New York County, New York","list(list(c(-73.932861, -73.932433, -73.931495, -73.930996, -73.930539, -73.929147, -73.927695, -73.928659, -73.930013, -73.930621, -73.931393, -73.932849, -73.934239, -73.932861, 40.850506, 40.851095, 40.85238, 40.853062, 40.853685, 40.8531, 40.852488, 40.851184, 40.849314, 40.848481, 40.847428, 40.848038, 40.848626, 40.850506)))",9464.0,2990.0,9154.0,60619.0,1462.0,919.0,1483.0,8905.0,False,
